,city,lat,lng
3053,Anantapalle,16.9767,81.4442
3054,Kannampalaiyam,10.9954,77.099
3055,Beko,24.0415,85.9536
3056,Damdama,24.63,88.02
3057,Balkonda,18.8667,78.35
3058,Hebli,15.4858,75.1283
3059,Huliyar,13.5833,76.55
3060,Nawada,25.5431,85.924
3061,Porumamilla,15.0167,78.9833
3062,Karambakkudi,10.4587,79.141
3063,Solapuram,9.3757,77.5598
3064,Israin Kalan,25.9844,87.0372
3065,Kallur,17.2,80.55
3066,Peddaboddepalle,17.6606,82.6296
3067,Musapur,25.6417,87.4154
3068,Belari,25.9655,86.9161
3069,Kodikkulam,9.6493,77.586
3070,Sadhoa,25.4049,87.198
3071,Brahmadesam,11.5449,77.5803
3072,Pallappatti,10.3564,77.9516
3073,Dewangarh,24.8637,85.8584
3074,Shahpur,23.8937,79.0507
3075,Hathiaundha,25.7223,86.9972
3076,Gangoli,13.65,74.6667
3077,Sapatgram,26.3373,90.1236
3078,Vemuluru,16.9337,81.8057
3079,Udayagiri,14.8667,79.3167
3080,Chautham,25.5439,86.6567
3081,Jhandapur,25.3995,86.9479
3082,Kolakaluru,16.3036,80.6172
3083,Elandakuttai,11.3992,77.7782
3084,Gavinivaripalem,15.8378,80.4315
3085,Puduppatti,11.55,78.2833
3086,Khaira,26.3433,87.1476
3087,Sayalkudi,9.1692,78.447
3088,Pursa,26.3019,86.4778
3089,Amarwara,22.2978,79.1694
3090,Vontimitta,14.3833,79.0333
3091,Seven Pagodas,12.6208,80.1933
3092,Paidiipalli,18.0172,79.6159
3093,Hasanpur,26.1147,87.2319
3094,Aruvikkara,8.4219,77.0968
3095,Vardannapet,17.7735,79.5731
3096,Utnur,19.3667,78.7667
3097,Kalikapur,26.4956,86.089
3098,Undi,16.6,81.4667
3099,Samsikapuram,9.4156,77.5917
3100,Rasulpur Dhuria,25.5693,87.0375
3101,Chailaha,26.6738,84.8801
3102,Jitwarpur Kumhra,25.7852,85.7044
3103,Hariharpara,24.0468,88.4244
3104,Barharwa,24.8571,87.779
3105,Shahpura,23.1366,79.664
3106,Heggadadevankote,12.0881,76.3296
3107,Vijayapuri North,16.6028,79.3075
3108,Antarvedi,16.3333,81.7333
3109,Saligrama,12.5602,76.2611
3110,Doria Sonapur,26.183,87.3873
3111,Dubacherla,16.9116,81.3569
3112,Mohanpur Gaughata,25.3345,87.3404
3113,Kumaripur,25.4425,87.6217
3114,Dhemaji,27.4833,94.5833
3115,Viraghattam,18.6833,83.6
3116,Bilpura,23.2216,79.9917
3117,Darpa,26.84,84.9774
3118,Tanakpur,29.074,80.109
3119,Ernagudem,17.002,81.5063
3120,Ganjam,19.387,85.0508
3121,Pochampalli,17.3473,78.8195
3122,Avalpundurai,11.231,77.7182
3123,Yelur,15.7817,74.5178
3124,Puliyur,10.9499,78.1453
3125,Chembagaramanpudur,8.2461,77.4907
3126,Kadaiyam,8.832,77.357
3127,Pawai,24.2664,80.162
3128,Bhagta,30.4882,75.1013
3129,Kumaralingam,10.4894,77.3499
3130,Chhapia,26.0831,84.8447
3131,Jitwarpur Nizamat,25.8489,85.8006
3132,Amari,25.7179,86.0839
3133,Kolnad,12.9,75.03
3134,Muhammadabad,16.8731,77.8909
3135,Roh,24.8905,85.675
3136,Curtorim,15.28,74.03
3137,Puraini,25.5968,86.9892
3138,Pichhor,25.9602,78.3893
3139,Ponnamaravati,10.2803,78.536
3140,Udayendram,12.6962,78.6227
3141,Chhajli,30.0348,75.828
3142,Bariariya,26.5105,84.7165
3143,Vatluru,16.7009,81.0525
3144,Ammur,12.975,79.3628
3145,Phulwar,26.8148,84.843
3146,Ankli,16.42,74.58
3147,Baligaon,25.4196,84.4951
3148,Lagunia Surajkanth,25.8304,85.7887
3149,Muttunayakkanpatti,11.7125,78.033
3150,Kurawar,23.5118,77.0246
3151,Chilamatturu,13.8394,77.7039
3152,Babhangawan,25.3674,86.9501
3153,Harduli,22.9278,79.903
3154,Maddikera,15.25,77.417
3155,Alur,15.3944,77.225
3156,Chinnavadampatti,11.0615,76.9838
3157,Chokkanathapuram,9.9921,77.3566
3158,Barajor,24.7992,86.3731
3159,Barod,23.7889,75.8116
3160,Udala,21.5781,86.5668
3161,Vellalapuram,11.6525,77.938
3162,Pakarya Harsidhi,26.6526,84.7198
3163,Talainayar Agraharam,10.5614,79.7723
3164,Arumbavur,11.381,78.7296
3165,Mallapuram,11.9823,78.248
3166,Kela Khera,29.09,79.19
3167,Tekkampatti,11.2559,76.8872
3168,Rattihalli,14.4167,75.5
3169,Kukkundur,13.2404,74.9541
3170,Bugganipalle,15.4741,78.175
3171,Vallur,13.256,80.2818
3172,Vipparla,16.3023,79.9373
3173,Kot Bhai,30.2678,74.699
3174,Tondangi,17.25,82.4667
3175,Navelim,15.2428,73.9331
3176,Barela,23.0968,80.0508
3177,Badarpur,24.8685,92.5961
3178,Kambaduru,14.3575,77.2186
3179,Udiyavara,13.3097,74.7366
3180,Itki Thakurgaon,23.3456,85.1114
3181,Bhoj,16.5333,74.45
3182,Kolwara,25.3538,86.77
3183,Kallakkudi,10.9767,78.9525
3184,Kohir,17.6,77.7167
3185,Siswa,26.6214,84.6739
3186,Pyapali,15.2669,77.7611
3187,Tiruvasaladi,11.4013,79.7746
3188,Mangawan,24.6675,81.5464
3189,Pihra,24.6424,85.8043
3190,Kauriya,26.1517,84.6948
3191,Panr,25.6884,85.798
3192,Haldibari,26.33,88.77
3193,Davorlim,15.2722,73.9924
3194,Kusaha,26.2077,86.9587
3195,Amanganj,24.4266,80.0358
3196,Vadugapatti,11.1518,77.7375
3197,Muttukuru,14.2667,80.1
3198,Bobleshwar,16.83,75.73
3199,Doda,30.3844,74.6394
3200,Bhanumukkala,15.3119,78.2277
3201,Saren,25.1149,84.9744
3202,Sutihar,25.8482,84.9712
3203,Sinha,25.6902,84.6291
3204,Pannimadai,11.0823,76.9164
3205,Bilaua,26.0501,78.2752
3206,Cumbum,15.5767,79.1055
3207,Parapatti,12.1083,78.0198
3208,Bankheri,22.7696,78.5341
3209,Nalwar,16.9333,76.9833
3210,Sembedu,13.1298,79.5634
3211,Relangi,16.705,81.647
3212,Suknadanga,24.46,88.05
3213,Sher Chakla,25.3848,86.6952
3214,Pudur,9.0001,77.2076
3215,Satyamangala,13.0193,76.1243
3216,Konarka,19.8878,86.0948
3217,Tiruvalanjuli,10.9449,79.3286
3218,Jangid,18.4475,79.8414
3219,Walajabad,12.4994,80.1472
3220,Aravakkurichchi,10.776,77.9076
3221,Tupran,17.8447,78.48
3222,Narahia,26.3681,86.5434
3223,Putaparti,14.1652,77.8117
3224,Dattapulia,23.2404,88.7115
3225,Chak Husaini,25.5169,86.5566
3226,Bara,24.3146,87.9643
3227,Basaon,26.2082,84.6174
3228,Mulakaledu,14.3648,76.9267
3229,Warni,18.5436,77.9072
3230,Mandleshwar,22.176,75.6599
3231,Mirzapur,26.1616,87.2349
3232,Tiruppachur,13.1384,79.8764
3233,Baulia,25.399,87.6002
3234,Lakkundi,15.3897,75.7183
3235,Antarvedipalem,16.3319,81.732
3236,Chipurupalle,18.3114,83.5683
3237,Kattupputtur,10.9833,78.2333
3238,Amaha,26.1284,86.7998
3239,Devendranagar,24.6169,80.3789
3240,Hindalgi,16.1364,74.6547
3241,Kishanpur Ratwara,25.4822,86.8511
3242,Kankipadu,16.45,80.7833
3243,Kurichchi,11.5701,77.6969
3244,Pali,26.0576,86.3097
3245,Vubatalai,11.3597,76.7649
3246,Pullambadi,10.9667,78.9167
3247,Valangiman,10.8897,79.394
3248,Katkol,15.95,75.3
3249,Barari,25.5068,87.3761
3250,Afzala,25.9319,86.2293
3251,Peddapalle,14.4046,78.9456
3252,Majholi,23.5011,79.924
3253,Revur,16.8216,79.9926
3254,Attibele,12.7781,77.7726
3255,Naduvattam,11.4808,76.5437
3256,Harohalli,12.6807,77.4743
3257,Kaguchi,11.4519,76.8061
3258,Kaintragarh,20.7211,84.5351
3259,Nitte,13.1823,74.9397
3260,Lakkampatti,11.4461,77.4118
3261,Kesamudram,17.6875,79.8944
3262,Chapra,23.5371,88.5527
3263,Sambre,15.88,74.56
3264,Kurumbalur,11.236,78.8005
3265,Mahuwa Singhrai,25.8168,85.3853
3266,Lanji,21.5018,80.5406
3267,Paramati,11.1544,78.0213
3268,Kaleyanpur,26.4297,84.9327
3269,Alanganallur,10.047,78.0903
3270,Devarapalle,17.0347,81.5616
3271,Halwara,30.7167,75.65
3272,Kaonke,30.7659,75.4172
3273,Sindhnur,15.77,76.7556
3274,Nadisal,13.1326,74.7777
3275,Yellareddi,18.1859,78.0212
3276,Pakala,15.2694,80.072
3277,Hanamsagar,15.8722,76.0431
3278,Khallikot,19.6091,85.0861
3279,Kodangipatti,9.992,77.4332
3280,Chebrolu,16.8206,81.4048
3281,Tati,23.3772,85.4379
3282,Nawada,26.0881,86.153
3283,Baladharmaram,17.6703,80.1628
3284,Bijai,25.4711,87.0874
3285,Barahari,25.7652,87.0937
3286,Alampur,15.8793,78.1334
3287,Perunkolattur,12.043,78.9174
3288,Bihpuriagaon,26.8031,93.5544
3289,Kesariya,26.365,84.873
3290,Rukhae,25.3269,85.3725
3291,Mutyalapalle,16.4019,81.5703
3292,Bajala,12.8537,74.8853
3293,Tiorpara,22.2351,88.554
3294,Tetari,25.3757,87.0691
3295,Shatrana,29.9102,76.1202
3296,Malkhaid,17.195,77.1608
3297,Cherrapunji,25.2792,91.7242
3298,Bachhauta,25.5242,86.4606
3299,Tarlapalli,18.8345,79.4907
3300,Akora,26.4721,78.7989
3301,Babhanganwa,26.1398,86.8464
3302,Bikkavolu,16.9624,82.049
3303,Madanpur,23.02,88.48
3304,Padavedu,12.673,79.1047
3305,Linganaboyinacherla,16.3961,81.6598
3306,Srinagar,26.783,84.3018
3307,Kothanuru,16.0022,81.0417
3308,Terkuvenganallur,9.4052,77.5408
3309,Karai,12.9377,79.3163
3310,Alamuru,16.7833,81.9
3311,Tendukheda,23.3962,79.5395
3312,Kanjikkovil,11.3689,77.5962
3313,Telmar,25.4237,85.4358
3314,Dhanauri,29.7833,76.1833
3315,Tarauna,26.2371,87.5123
3316,Mukasi Pidariyur,11.2069,77.5922
3317,Uppunda,13.8333,74.6167
3318,Sanquelim,15.5027,73.7669
3319,Kharki,23.9165,85.8596
3320,Holalagondi,15.4873,77.0464
3321,Dumaria,26.7652,84.3964
3322,Dharphari,26.1501,84.9564
3323,Narasingapuram,12.9728,79.284
3324,Manavalakurichi,8.1478,77.3055
3325,Madanpur,25.867,86.7875
3326,Balhapur,25.3511,86.2122
3327,Kannamanayakkanur,10.5527,77.269
3328,Ekwari,25.2833,84.5833
3329,Gaundra,26.3683,85.0036
3330,Darihat,24.9702,84.2319
3331,Bairia,25.5563,85.1835
3332,Rajpur,25.0768,84.2055
3333,Markacho,24.3263,85.8346
3334,Odlabari,26.8364,88.6294
3335,Chikhli Kalan,22.2152,78.743
3336,Kottavalasa,17.9,83.2
3337,Surajpura,25.2576,86.2283
3338,Kalasa,13.234,75.3553
3339,Murgod,15.78,75.12
3340,Gundlapelle,16.4102,79.8813
3341,Sumbal,34.2307,74.6472
3342,Kelamangalam,12.6031,77.8519
3343,Nagireddipalli,14.2701,79.1013
3344,Manjri,16.42,74.58
3345,Sirmaur,24.8365,81.3645
3346,Karkudalpatti,11.5002,78.3521
3347,Polaia Kalan,23.2119,76.5529
3348,Tumbippadi,11.808,78.0783
3349,Penuganchiprolu,16.9167,80.25
3350,Pandhana,21.6982,76.2249
3351,Pansemal,21.6598,74.6994
3352,Karpi,25.1612,84.7299
3353,Barhauna,25.6043,85.7288
3354,Suwasra,24.0698,75.6523
3355,Chandauli,25.8972,85.7161
3356,Solim,15.62,73.767
3357,Sikat,25.5186,87.4423
3358,Eraura,24.613,84.4555
3359,Bhanukumari,26.3395,89.7697
3360,Kottacheruvu,14.1886,77.7658
3361,Lingal,16.2833,78.5167
3362,Dohta,26.2864,88.2564
3363,Barhi,23.9033,80.8152
3364,Alangudi,10.3604,78.9779
3365,Barka Parbatta,25.3396,87.0576
3366,Pataili,25.7872,85.8316
3367,Paniem,15.5167,78.35
3368,Korangal,17.107,77.627
3369,Udaipur Bithwar,26.2872,86.1578
3370,Chikitigarh,19.2023,84.6145
3371,Ilampillai,11.6066,78.0068
3372,Kulharia,25.3382,86.7612
3373,Chandhaus,25.2977,84.8595
3374,Bijaipur,26.0556,77.3697
3375,Lakhsetipet,18.8873,79.2069
3376,Dornakal,17.4447,80.1492
3377,Arugollu,16.8253,81.5775
3378,Katravulapalle,17.1277,82.0831
3379,Sailana,23.4622,74.9232
3380,Sukhasan,25.9644,86.7732
3381,Rahika,26.3803,86.0204
3382,Salimpur,25.248,86.2347
3383,Melmangalam,10.1,77.5833
3384,Barjora,23.4333,87.2833
3385,Mohania,25.1692,83.6192
3386,Vedasandur,10.531,77.9502
3387,Jaitpur,25.9132,84.573
3388,Gua,22.2136,85.3877
3389,Satwas,22.5363,76.6845
3390,Unguturu,16.823,81.4238
3391,Sumbha,25.5789,86.3608
3392,Kottaiyur,10.1096,78.7956
3393,Ganguvarpatti,10.1694,77.6973
3394,Domkonda,18.2536,78.4378
3395,Karempudi,16.4333,79.7167
3396,Raghunathpur,25.5615,84.305
3397,Kambainellur,12.2071,78.3187
3398,Paina,25.5406,86.9939
3399,Chaugain,25.4801,84.2328
3400,Perdur,13.3844,74.9029
3401,Ghaura,24.5059,79.0781
3402,Sur Singh,31.3992,74.716
3403,Talbahat,25.042,78.433
3404,Benaulim,15.27,73.9346
3405,Keal,25.1218,84.6324
3406,Amaravati,16.573,80.358
3407,Belpukur,21.9851,88.2125
3408,Kurikuppi,15.07,76.55
3409,Tiruppanandal,11.0919,79.4538
3410,Bazidpur,26.1536,86.1511
3411,Undrajavaram,16.7866,81.6997
3412,Bela Simri,25.5295,86.3079
3413,Annaram,16.784,79.302
3414,Khagra,25.3511,87.0624
3415,Doddipatla,16.5167,81.8436
3416,Vellodu,10.3048,77.9552
3417,Vembarpatti,10.25,78.1167
3418,Daulatnagar,25.3216,87.8443
3419,Vadasseri,8.1937,77.4343
3420,Lala,24.5542,92.6159
3421,Ponnampatti,10.3668,78.3955
3422,Daharia,26.1807,87.0043
3423,Peddavadlapudi,16.4098,80.6114
3424,Vempalle,13.5382,78.4604
3425,Yedapalli,18.6789,77.9505
3426,Nattappettai,12.8187,79.7493
3427,Mannur,17.2994,76.0984
3428,Auria,24.8563,87.0112
3429,Bari,25.8769,86.1918
3430,Salempur,26.4588,84.6517
3431,Lohiyar Ujain,26.6284,84.7452
3432,Anantarazupeta,14.0014,79.3319
3433,Kukdeshwar,24.4828,75.2675
3434,Tezu,27.9167,96.1667
3435,Besarh,25.9537,87.0491
3436,Sitalpur,26.405,85.007
3437,Vemulapudi,17.6087,82.6138
3438,Modakkurichchi,11.2329,77.7794
3439,Kodigenahalli,13.8608,77.4792
3440,Manikpur,25.1339,86.6777
3441,Tibri,31.9854,75.4316
3442,Kannivadi,10.3794,77.8303
3443,Tamar,23.0488,85.649
3444,Gangaikondan,11.5389,79.4765
3445,Abhwar,26.174,86.6324
3446,Neuri,26.0076,86.1841
3447,Nawada Gobindganj,26.4868,84.6561
3448,Barkuhi,22.1901,78.7047
3449,Manoharpur,22.3746,85.1923
3450,Mathurapur,24.9073,85.9836
3451,Duvva,16.7792,81.6242
3452,Bhimadolu,16.8144,81.2617
3453,Doranahalli,16.7324,76.9162
3454,Kot Isa Khan,31.1351,75.0231
3455,Dharampur Bande,25.6609,85.5742
3456,Phulwaria,25.9395,85.0035
3457,Boha,29.8348,75.5237
3458,Uttukkottai,13.3354,79.898
3459,Bideipur,21.0147,86.8195
3460,Khiria,25.6047,87.4578
3461,Rajnagar,23.95,87.32
3462,Simri,25.7523,86.6074
3463,Tamaraikkulam,10.1085,77.5553
3464,Vikravandi,12.0369,79.546
3465,Byahatti,15.4468,75.2054
3466,Vellarivalli,11.6003,77.7927
3467,Ranapur,22.647,74.5212
3468,Mankal,17.2014,78.4678
3469,Barah,25.3885,85.4912
3470,Gudur,17.7956,79.9747
3471,Salotgi,17.17,75.96
3472,Hasanpur,25.633,85.5728
3473,Avalepalli,12.7714,77.8594
3474,Nirakpurpali,25.3244,84.8114
3475,Bishenpur,24.6282,93.761
3476,Rasauli,26.127,84.8378
3477,Samai,24.9788,85.5861
3478,Viraganur,11.4761,78.7355
3479,Jianganj,25.8661,87.2612
3480,Kurwa Mathia,26.8572,84.5058
3481,Annamalainagar,11.4,79.7333
3482,Sihaul,25.9438,86.5371
3483,Daparkha,26.1293,86.9004
3484,Krishnarayapuram,10.9563,78.2782
3485,Mahrail,26.2952,86.2763
3486,Dumri,26.9873,84.0752
3487,Haidarnagar,24.4883,83.9443
3488,Bariyarpur,26.6347,84.9245
3489,Iskapalli,14.7363,80.0981
3490,Kubadupuram,16.468,79.9539
3491,Paithan Kawai,26.1755,86.0685
3492,Singalandapuram,11.4166,78.2224
3493,Malepur,24.974,86.2555
3494,Nasiyanur,11.3381,77.6408
3495,Uppidamangalam,10.9034,78.1575
3496,Medapadu,17.0044,82.1001
3497,Karma,23.684,85.5706
3498,Padaivedu,11.4401,77.8089
3499,Bhadarwah,32.98,75.72
3500,Hunasagi,16.4575,76.5239
3501,Vellakkinar,11.0736,76.9566
3502,Lauriya Nandangarh,26.9833,84.4
3503,Galatge,16.42,74.58
3504,Polukallu,15.8284,77.7431
3505,Turki,26.0381,85.3577
3506,Jiran,24.3087,74.8909
3507,Rayapalle,16.2836,81.5024
3508,Sonbarsa,25.7069,86.7379
3509,Aginiparru,16.6817,80.7839
3510,Rambha,19.4433,84.9881
3511,Bhakua,26.5167,86.1974
3512,Gangavalli,11.4381,78.4836
3513,Sobraon,31.1833,74.85
3514,Netapur Tanda,16.8321,79.4356
3515,Vedappatti,10.9988,76.896
3516,Dundigal,17.5781,78.4288
3517,Sabang,22.183,87.599
3518,Sagar,16.6249,76.8015
3519,Rampurwa,26.7544,84.7114
3520,Sher,26.3422,84.621
3521,Balua,26.3272,87.6231
3522,Kaluvaya,14.5117,79.4101
3523,Saghar Sultanpur,26.1583,84.757
3524,Tola Khadda,26.7396,84.5014
3525,Fatehpur,26.2813,87.1084
3526,Rampur Shamchand,25.5664,85.3289
3527,Damalcheruvu,13.4833,79.05
3528,Gudikallu,15.7441,77.476
3529,Shitab Diara,25.7563,84.6133
3530,Gondalga,17.5097,80.1594
3531,Kovilur,12.5537,78.9168
3532,Gullapuram,10.0657,77.6446
3533,Srinagar,25.9823,86.6662
3534,Mandalgarh,25.2,75.1
3535,Kumirimora,22.6939,88.2192
3536,Wadlakonda,17.7736,79.575
3537,Killai,11.4493,79.7668
3538,Devipattinam,9.477,78.8961
3539,Janapadu,16.4617,79.8699
3540,Mirdaul,26.2363,87.0971
3541,Bhikkiwind Uttar,31.34,74.7
3542,Chityal,17.2333,79.1333
3543,Marudur,10.916,78.4509
3544,Sonupur,25.8,86.0253
3545,Kurtkoti,15.3681,75.5239
3546,Dhana,23.747,78.8623
3547,Bairia,26.7373,84.4371
3548,Titara,26.2311,84.2444
3549,Kadoli,15.88,74.56
3550,Kathevaram,16.2608,80.6368
3551,Mahuakheraganj,29.13,78.92
3552,Dhutauli,25.5274,86.625
3553,Baduriatola,24.0928,84.0895
3554,Polavaram,17.25,81.6333
3555,Jhaua,25.625,84.5161
3556,Palkur,15.4144,78.2507
3557,Sugauna,26.4077,86.2174
3558,Panapakkam,12.921,79.5663
3559,Badarwas,24.9752,77.5649
3560,Bahadurpur,25.4522,85.6303
3561,Velanganni,10.6814,79.8508
3562,Champadanga,22.8275,87.9844
3563,Bheja,26.1046,86.395
3564,Kaladgi,16.204,75.5
3565,Bihariganj,25.7341,86.9884
3566,Paikpar,26.0966,87.1349
3567,Kamtaul,26.328,85.8238
3568,Barghat,22.0306,79.7328
3569,Pitlam,18.2227,77.8238
3570,Karaund,25.9741,86.2343
3571,Nagawaram,17.4875,78.6035
3572,Kodriva,22.5342,75.7725
3573,Pirnagar,25.5982,86.7178
3574,Hajan,34.2989,74.6168
3575,Jalihalli,16.3643,76.7813
3576,Turki,26.0294,86.0666
3577,Panjgirain Kalan,30.6096,74.9143
3578,Bodagudipadu,14.7669,79.9797
3579,Tummalapenta,15.0278,78.0234
3580,Paruchuru,15.9667,80.2667
3581,Mangalapuram,11.5667,78.3788
3582,Konaje,12.8162,74.9021
3583,Ajjampur,13.7279,76.0068
3584,Sirugamani,10.8975,78.5142
3585,Tiruppalai,9.9825,78.143
3586,Pilich,25.2379,85.3483
3587,Dammennu,17.0308,81.6861
3588,Rajupalem,15.1378,79.9927
3589,Balha,25.5468,86.5683
3590,Bundala,31.5333,74.9833
3591,Chahatpur,26.2331,87.5816
3592,Ghoradal,22.0519,88.3594
3593,Uppada,17.0883,82.3333
3594,Kadattur,12.0861,78.2926
3595,Kolagallu,15.15,76.92
3596,Puduppatti,9.7639,77.2678
3597,Isagarh,24.8391,77.8827
3598,Nallajerla,16.95,81.4
3599,Amrabad,16.3833,78.8333
3600,Pakra,25.3711,87.0807
3601,Chinna Mushidivada,17.8057,83.2033
3602,Bhulath Gharbi,31.5344,75.4953
3603,Ponduru,18.3508,83.7567
3604,Kaua Kol,24.8447,85.8867
3605,Atner,21.6238,77.9152
3606,Ajas,34.3316,74.6801
3607,Chandla,25.0715,80.1929
3608,Sattar,25.955,86.5828
3609,Arsali,24.3754,83.5903
3610,Gosaingaon,25.3724,87.1049
3611,Buttar,31.0038,75.3973
3612,Bhachhi Asli,26.0147,86.0444
3613,Dharmaram,18.3038,79.4892
3614,Kadachchinallur,11.3686,77.8033
3615,Kotgir,18.5722,77.8243
3616,Bondada,16.5295,81.4549
3617,Saksohara,25.3635,85.7013
3618,Sabbavaram,17.79,83.123
3619,Bangawan,26.0427,87.4202
3620,Kollipara,16.2877,80.7519
3621,Mahalpur,31.3618,76.0377
3622,Mansapur,26.5262,86.4101
3623,Kachchippalli,11.595,77.9188
3624,Pallappalaiyam,10.9951,77.0845
3625,Bairo,26.0144,86.51
3626,Sirigeri,15.63,76.9
3627,Kakan,26.1509,87.5674
3628,Patiram,25.3167,88.75
3629,Champahati,22.4,88.5
3630,Basantpur,26.1331,87.4656
3631,Gopalnagar,22.8289,88.2139
3632,Karnawad,22.7361,76.2439
3633,Sirhali Kalan,31.2783,74.9414
3634,Sivalarkulam,8.87,77.5267
3635,Ettapur,11.6625,78.4764
3636,Garag,15.575,74.9297
3637,Ratnapuram,18.6283,79.5517
3638,Parjuar,26.4836,86.0047
3639,Rasulpur,25.9938,85.8935
3640,Kankandighi,21.9744,88.4659
3641,Chawalhati,26.4614,88.266
3642,Baraon,25.4551,84.2661
3643,Tilari,25.004,85.252
3644,Mulakaluru,16.2776,80.0672
3645,Hathwan,25.6672,86.3999
3646,Takkolam,13.0164,79.7325
3647,Mangalapur,13.6245,79.5803
3648,Manivilundan,11.6004,78.7169
3649,Haldipur,14.3333,74.4333
3650,Maheswa,25.9718,86.855
3651,Cossimbazar,24.12,88.28
3652,Karivalamvandanallur,9.2715,77.5416
3653,Chimalapadu,16.8902,80.6505
3654,Udayagiri,20.1242,84.3687
3655,Gopalasamudram,8.6747,77.6379
3656,Khanapur,19.0333,78.6667
3657,Korahia,26.5325,86.1552
3658,Majarhat,25.9654,86.8126
3659,Usmanpur,25.3487,86.9669
3660,Jankinagar,25.8955,87.0668
3661,Maharajpur,25.104,87.8898
3662,Hulkoti,15.4333,75.5333
3663,Auta,25.3882,85.9558
3664,Bataredh,26.425,84.6061
3665,Sigli,15.0631,75.4667
3666,Palangarai,11.1978,77.3058
3667,Kewatgawan,25.8012,86.3229
3668,Panchgani,17.92,73.82
3669,Narayangarh,24.2708,75.0501
3670,Barhi,24.3045,85.4195
3671,Kolappalur,11.51,77.45
3672,Bilga,31.05,75.65
3673,Nawada,25.1021,86.6902
3674,Thara,26.7027,78.2788
3675,Bhankarpur,30.65,76.82
3676,Samalsar,30.6364,74.9983
3677,Birdaban,26.4012,84.9934
3678,Pentapadu Kasba,16.7939,81.5403
3679,Paiker,24.4388,87.9073
3680,Sondho Dullah,25.9016,85.3569
3681,Bagli,22.6412,76.3488
3682,Mayamankurichchi,8.8855,77.5041
3683,Tummanatti,11.4284,76.7585
3684,Govindgarh,24.3785,81.2964
3685,Hathauri,25.9593,85.9747
3686,Kadiyampatti,11.872,78.0961
3687,Pathra,24.8804,87.0447
3688,Dambal,15.296,75.7737
3689,Mangarwara,26.0119,87.0854
3690,Jobat,22.416,74.5683
3691,Hissaramuruvani,15.771,77.4194
3692,Lakkavaram,17.0628,81.2919
3693,Tirmaigiri,16.723,79.3374
3694,Kalaiyamputtur,10.4542,77.4831
3695,Sirsia Hanumanganj,26.1381,87.1133
3696,Sathmalpur,25.8749,85.8567
3697,Bichkunda,18.4,77.7167
3698,Fatehabad,26.0652,84.9722
3699,Tenambakkam,12.8102,79.7341
3700,Bhagwanpur Desua,25.8124,85.8382
3701,Elavanasur,11.7154,79.1796
3702,Gulni,24.9309,85.803
3703,Kamalapuram,11.768,78.0599
3704,Nangavalli,11.7619,77.8909
3705,Koskapur,26.2669,87.1465
3706,Singhbari,25.3946,88.0131
3707,Eraniel,8.2059,77.3173
3708,Mahtha,26.5988,86.3158
3709,Lakhipur,24.8,93.02
3710,Kalikiri,13.6333,78.8
3711,Pandireddigudem,16.8,81.3167
3712,Kallanai,10.0374,78.0829
3713,Dommasandra,12.8781,77.7543
3714,Papampeta,14.6855,77.578
3715,Peddakurapadu,16.4833,80.2667
3716,Narhat,24.7774,85.4237
3717,Fatehpur,25.2463,87.038
3718,Kudangulam,8.1903,77.7
3719,Tirumakudal Narsipur,12.2121,76.9018
3720,Shahpura,23.1828,80.6997
3721,Arma,25.1966,86.2468
3722,Vilangurichchi,11.0709,77.0178
3723,Kallur,16.1405,77.2081
3724,Manakondur,18.3981,79.225
3725,Bhagwatpur,25.7484,85.7016
3726,Kalavai,12.7691,79.4196
3727,Turbihal,15.7614,76.5964
3728,Sahri,25.4721,85.7277
3729,Kolattur,13.3295,79.4797
3730,Dhanaura,25.1905,87.2595
3731,Arakere,12.4133,76.8168
3732,Sargur,11.9997,76.3961
3733,Baruari,26.0305,86.5965
3734,Ammavarikuppam,13.1784,79.4169
3735,Panjipara,26.1369,88.0132
3736,Mohgaon,21.6394,78.7364
3737,Gaura,24.9643,86.3739
3738,Palangavangudi,10.7244,78.8108
3739,Nawa Nagar Nizamat,26.2895,84.9351
3740,Barkagaon,23.8651,85.2167
3741,Hardiya,26.9443,84.8542
3742,Kalappalangulam,9.1889,77.5604
3743,Manamodu,11.1965,79.5953
3744,Raghopur,25.318,87.008
3745,Kachavaram,16.57,79.675
3746,Rapur,14.2015,79.5351
3747,Gudgeri,15.1225,75.3653
3748,Mehsari,25.7554,85.8477
3749,Baghauni,25.9338,86.0594
3750,Rudrur,18.67,77.9
3751,Lakshminarayanapuram,11.7914,79.5555
3752,Guabari,26.1511,88.1623
3753,Chakwai,25.0543,85.662
3754,Kanabur,13.3523,75.4517
3755,Jami,18.0458,83.2664
3756,Baghambarpur,26.8075,84.4059
3757,Mandramo,24.1822,85.8734
3758,Kotturu,17.2958,82.4752
3759,Puduru,16.152,77.8273
3760,Duvvuru,14.8333,78.65
3761,Lingamparti,17.2827,82.1231
3762,Yelmalla,18.8241,78.1609
3763,Sevur,12.6865,79.2687
3764,Venkatagirikota,13,78.5
3765,Bachra,23.6886,85.0703
3766,Minakshipuram,9.8815,77.2747
3767,Kumarkhali,22.3598,88.799
3768,Begowal,31.6125,75.5194
3769,Domahani,23.7569,87.0256
3770,Kotla,32.7522,74.747
3771,Kannudaiyampatti,10.6377,78.4733
3772,Bargaon,25.3455,84.6607
3773,Barsaun,25.6316,84.4372
