,city,lat,lng
1558,Narayanpet,16.7445,77.496
1559,Saidpur Dabra,25.3207,87.1793
1560,Golaghat,26.52,93.97
1561,Memari,23.2,88.12
1562,Rajaori,33.38,74.31
1563,Pamban,9.279,79.2109
1564,Dhamdaha,25.7435,87.1835
1565,Sanand,22.98,72.38
1566,Indi,17.1773,75.9526
1567,Pileru,13.6549,78.9471
1568,Buddh Gaya,24.6981,84.9869
1569,Rajgir,25.03,85.42
1570,Ramganj Mandi,24.6472,75.9444
1571,Jayamkondacholapuram,11.2127,79.3637
1572,Peddapalli,18.6162,79.3832
1573,Naini Tal,29.3919,79.4542
1574,Talcher,20.95,85.23
1575,Palia Kalan,28.45,80.5833
1576,Agar,23.7118,76.0157
1577,Patti,31.28,74.86
1578,Sherghati,24.57,84.78
1579,Vavveru,14.5594,79.8725
1580,Kovvur,17.017,81.731
1581,Pilani,28.37,75.6
1582,Jogbani,26.4024,87.2656
1583,Partapnagar,25.4145,87.0787
1584,Krishnarajasagara,12.4398,76.3828
1585,Tirukkoyilur,11.95,79.2
1586,Nowgong,25.0574,79.4381
1587,Kadur,13.5529,76.0116
1588,Samalkha,29.23,77.02
1589,Sabalgarh,26.25,77.4
1590,Palampur,32.1097,76.5366
1591,Jhabua,22.7677,74.5909
1592,Kilakkarai,9.2314,78.7848
1593,Pachrukha,26.7373,84.8861
1594,Sivaganga,9.8433,78.4809
1595,Channarayapatna,12.9,76.39
1596,Vellakkovil,10.93,77.72
1597,Islampur,25.1407,85.2059
1598,Mailapur,13.021,77.938
1599,Maihar,24.262,80.761
1600,Murtajapur,20.73,77.51
1601,Begamganj,23.5992,78.3406
1602,Junnar,19.2,73.88
1603,Hailakandi,24.6839,92.561
1604,Jale,26.38,85.72
1605,Kunigal,13.0232,77.0252
1606,Uttarkashi,30.73,78.45
1607,Nawabganj,28.54,79.633
1608,Sindgi,16.92,76.234
1609,Basudebpur,21.1197,86.729
1610,Kalimpong,27.06,88.47
1611,Revelganj,25.78,84.67
1612,Idangansalai,11.6272,77.989
1613,Atmakur,15.8779,78.5884
1614,Ayirapuram,9.8781,76.3039
1615,Walajapet,12.9255,79.3652
1616,Nurpur,29.15,78.4
1617,Badepalli,16.7549,78.1443
1618,Solan,30.905,77.097
1619,Shankarpur Khawas,25.2016,87.1496
1620,Khachrod,23.4232,75.2819
1621,Rani,25.5564,85.9021
1622,Charaut,26.5322,85.7942
1623,Seram,17.183,77.283
1624,Vetapalem,15.78,80.32
1625,Taki,22.59,88.92
1626,Sirohi,24.885,72.8625
1627,Pehowa,29.98,76.58
1628,Betamcherla,15.4667,78.1667
1629,Thakraha,26.7419,84.2562
1630,Sikandra Rao,27.7,78.4
1631,Amla,21.9248,78.1279
1632,Penumur,13.3667,79.1833
1633,Birmitrapur,22.4,84.7667
1634,Dwarka,22.2403,68.9686
1635,Mehidpur,23.4888,75.658
1636,Kadiyam,16.9167,81.8333
1637,Buchireddipalem,14.538,79.875
1638,Khairtal,27.8346,76.6388
1639,Huzurabad,18.2,79.42
1640,Rajula,21.05,71.43
1641,Mamun,32.2824,75.6983
1642,Phulbani,20.47,84.23
1643,Gomoh,23.8735,86.1516
1644,Dubrajpur,23.8,87.38
1645,Kakching,24.6085,94.0029
1646,Jagdispur,25.4674,84.4204
1647,Pathanamthitta,9.2648,76.787
1648,Goribidnur,13.6111,77.5167
1649,Pen,18.75,73.08
1650,Tasgaon,17.03,74.6
1651,Bahadurganj,26.2617,87.8244
1652,Cheyyar,12.662,79.5435
1653,Sitalkuchi,26.1697,89.1914
1654,Dalkola,25.8758,87.8401
1655,Coondapoor,13.6313,74.6902
1656,Srinagar,30.22,78.78
1657,Ichchapuram,19.12,84.7
1658,Basavana Bagevadi,16.5728,75.9725
1659,Thana Bhawan,29.5833,77.4167
1660,Malavalli,12.38,77.08
1661,Rawatbhata,24.93,75.58
1662,Hatta,24.1341,79.6012
1663,Sarangpur,23.57,76.47
1664,Mahe,11.7011,75.5367
1665,Lahar,26.194,78.9414
1666,Kanigiri,15.4,79.5167
1667,Morsi,21.318,78.0095
1668,Bindki,26.03,80.6
1669,Ratia,29.6833,75.575
1670,Chanderi,24.72,78.13
1671,Rafiganj,24.82,84.65
1672,Gajendragarh,15.7363,75.9698
1673,Pilibangan,29.4888,74.0748
1674,Nakodar,31.13,75.47
1675,Dinhata,26.13,89.47
1676,Punarakh,25.493,85.8054
1677,Patamundai,20.57,86.57
1678,Musiri,10.9333,78.45
1679,Zira,30.97,74.99
1680,Karamadai,11.2428,76.9617
1681,Pathri,19.25,76.45
1682,Ariyalur,11.1333,79.0833
1683,Tuensang,26.2716,94.8314
1684,Robertsganj,24.7,83.07
1685,Lakshmeshwar,15.13,75.47
1686,Pihani,27.6199,80.2034
1687,Sankaridrug,11.48,77.87
1688,Purna,19.18,77.05
1689,Huzurnagar,16.9,79.8833
1690,Maur,30.0833,75.25
1691,Kodaikanal,10.23,77.48
1692,Shirdi,19.77,74.48
1693,Sholinghur,13.12,79.42
1694,Nargund,15.72,75.38
1695,Kharagpur,25.1245,86.5558
1696,Pakribarawan,24.954,85.7376
1697,Jalarpet,12.5703,78.5732
1698,Kotma,23.2038,81.979
1699,Udhampur,32.916,75.1419
1700,Narsampet,17.9285,79.8925
1701,Vempalle,14.3667,78.4667
1702,Wai,17.95,73.89
1703,Mahna,30.228,74.9937
1704,Medchal,17.6297,78.4814
1705,Garhakota,23.7791,79.1432
1706,Malpura,26.28,75.38
1707,Wokha,26.1,94.27
1708,Tarikere,13.7104,75.8122
1709,Partur,19.5911,76.2161
1710,Mokokchung,26.32,94.5
1711,Kalakkadu,8.5138,77.5494
1712,Shiggaon,14.991,75.223
1713,Hole Narsipur,12.7863,76.2433
1714,Chitapur,17.1201,77.0869
1715,Savanur,14.9731,75.3328
1716,Kita Chauhattar,25.677,84.872
1717,Umarga,17.84,76.6217
1718,Surandai,8.9773,77.4206
1719,Uravakonda,14.95,77.27
1720,Baraidih,25.9798,86.1434
1721,Zaidpur,26.83,81.33
1722,Shiyali,11.239,79.736
1723,Usilampatti,9.97,77.8
1724,Guskhara,23.4928,87.7347
1725,Karumattampatti,11.1093,77.182
1726,Yellandu,17.6,80.33
1727,Giddalur,15.3784,78.9265
1728,Muddebihal,16.33,76.13
1729,Safidon,29.42,76.67
1730,Vedaranniyam,10.3774,79.8495
1731,Rawatsar,29.28,74.38
1732,Vadigenhalli,13.29,77.8
1733,Rudarpur,26.4293,83.6104
1734,Lingsugur,16.17,76.52
1735,Hirakud,21.525,83.8727
1736,Allagadda,15.1322,78.5138
1737,Kulittalai,10.9357,78.4241
1738,Manamadurai,9.6956,78.4564
1739,Dhamnod,22.2093,75.4706
1740,Gundlupet,11.8,76.68
1741,Balarampur,26.2432,89.5863
1742,Angamali,10.2,76.4
1743,Vemalwada,18.4667,78.8833
1744,Paithan,19.48,75.38
1745,Kalaruch,34.5731,74.321
1746,Madhubani,26.5147,84.7645
1747,Narsipatnam,17.665,82.614
1748,Banda,24.0449,78.9609
1749,Kasba,25.8564,87.5384
1750,Madakalavaripalli,14.7475,79.0843
1751,Ankola,14.6605,74.3047
1752,Tiruvur,17.1,80.6
1753,Degana,26.8951,74.3222
1754,Hisua,24.8336,85.4173
1755,Siripur,25.997,86.9599
1756,Risod,19.97,76.78
1757,Belhi,26.5769,86.1723
1758,Shamsabad,17.2603,78.3969
1759,Zamania,25.4194,83.5569
1760,Almora,29.5971,79.6591
1761,Kallidaikurichi,8.6859,77.4659
1762,Toda Bhim,26.9167,76.8167
1763,Borne,25.5431,86.6999
1764,Kokrajhar,26.4,90.27
1765,Byadgi,14.6733,75.4868
1766,Pulgaon,20.726,78.317
1767,Annigeri,15.4251,75.4335
1768,Chand Chaur,25.7276,85.7865
1769,Shikarpur,28.2814,78.0108
1770,Shamsabad,27.02,78.13
1771,Vadavalli,11.0258,76.9038
1772,Kondapalle,16.6167,80.5333
1773,Dhekiajuli,26.7037,92.4781
1774,Debagram,23.6833,88.2833
1775,Bamaur,26.339,78.101
1776,Tiruchendur,8.4946,78.1219
1777,Bhawanipur Rajdham,25.6501,87.1396
1778,Churi,23.6549,85.0128
1779,Fatehpur Sikri,27.0911,77.6611
1780,Jamikunta,18.2864,79.4761
1781,Patratu,23.67,85.28
1782,Darsi,15.7667,79.6833
1783,Jhanjharpur,26.2647,86.2799
1784,Makhdumpur,25.072,84.973
1785,Kavundappadi,11.4248,77.5579
1786,Arumuganeri,8.5717,78.0922
1787,Nanjikkottai,10.7453,79.1289
1788,Madikeri,12.4209,75.7397
1789,Nautan Dube,26.7118,84.503
1790,Udaipur,23.5389,91.4917
1791,Umaria,23.5247,80.8372
1792,Sherpur,25.6539,84.9793
1793,Kareli,22.9153,79.0638
1794,Karkala,13.2,74.98
1795,Hangal,14.7646,75.1246
1796,Alamnagar,25.561,86.9014
1797,Kovur,14.4833,79.9833
1798,Sanchor,24.7517,71.7762
1799,Umarkot,19.6653,82.2063
1800,Puraini,25.1426,86.9797
1801,Rusera,25.76,86.03
1802,Charthawal,29.55,77.5833
1803,Ketti,11.4,76.7
1804,Erraguntla,14.6333,78.5333
1805,Unchagao,16.6988,74.2749
1806,Satana,20.5797,74.216
1807,Turaiyur,11.1686,78.6211
1808,Manwat,19.3,76.5
1809,Taranagar,28.6689,75.0406
1810,Akividu,16.5823,81.3811
1811,Sadabad,27.45,78.05
1812,Sanha,25.402,86.3592
1813,Utraula,27.32,82.42
1814,Naspur,18.83,79.45
1815,Samdhin,27.137,79.703
1816,Kalyandrug,14.55,77.1
1817,Kolachel,8.1767,77.2591
1818,Kangayam,11.0054,77.562
1819,Bijaynagar,25.93,74.6386
1820,Kukshi,22.2068,74.7579
1821,Radhanpur,23.83,71.6
1822,Narsinghgarh,23.7,77.1
1823,Berasia,23.6146,77.4645
1824,Mangur,17.9373,80.8185
1825,Kottaikuppam,11.9613,79.8392
1826,Tummapala,17.7166,82.9965
1827,Pedana,16.2667,81.1667
1828,Lumding,25.75,93.17
1829,Kochugaon,26.5518,90.0762
1830,Pandua,23.08,88.28
1831,Lalgola,24.42,88.25
1832,Tuljapur,18,76.08
1833,Shikarpur,14.27,75.35
1834,Rahimpur,25.4894,86.4774
1835,Rahatgarh,23.78,78.37
1836,Jamalpur,25.4112,86.6593
1837,Sri Madhopur,27.4667,75.6
1838,Gadarpur,29.0437,79.2465
1839,Tekkali,18.6057,84.2355
1840,Deori Khas,23.3902,79.0163
1841,Mussoorie,30.45,78.08
1842,Titlagarh,20.3,83.15
1843,Mahemdavad,22.83,72.77
1844,Babura,25.6838,84.7825
1845,Husainabad,24.5285,84
1846,Chinnalapatti,10.2875,77.912
1847,Riga,26.6553,85.442
1848,Periyanayakkanpalaiyam,11.1544,76.9499
1849,Margram,24.1516,87.8442
1850,Devanhalli,13.23,77.7
1851,Podili,15.604,79.608
1852,Shrigonda,18.616,74.698
1853,Mansa,23.43,72.67
1854,Palaiya Ayakkudi,10.456,77.5595
1855,Karera,25.4581,78.1358
1856,Mainaguri,26.564,88.82
1857,Malakanagiri,18.35,81.9
1858,Puthupalli,9.5594,76.5722
1859,Hadagalli,15.02,75.95
1860,Kuttanallur,10.7069,79.5235
1861,Egra,21.9,87.53
1862,Taramangalam,11.7,77.98
1863,Manavadar,21.5,70.13
1864,Marar,25.5392,86.5074
1865,Chengam,12.3112,78.7925
1866,Bannur,12.3329,76.862
1867,Devarshola,11.5437,76.4404
1868,Raghopur,26.1785,86.0892
1869,Manawar,22.23,75.08
1870,Uran,18.89,72.95
1871,Leh,34.1642,77.5847
1872,Rasra,25.85,83.85
1873,Colgong,25.2633,87.2326
1874,Sagwara,23.6681,74.0244
1875,Tirwa,26.9633,79.7922
1876,Kuttuparamba,11.83,75.58
1877,Anjad,22.0417,75.0552
1878,Chimakurti,15.5819,79.868
1879,Pokhram,25.9358,86.1974
1880,Rehli,23.63,79.08
1881,Shahpura,25.63,74.93
1882,Kalpatta,11.6088,76.0814
1883,Mahugaon,22.5748,75.7445
1884,Koratgi,15.6081,76.6597
1885,Kalappatti,11.0794,77.0371
1886,Madhepur,26.1775,86.3783
1887,Garaimari,24.0217,88.6263
1888,Talwara,31.9376,75.8866
1889,Jamtara,23.95,86.8
1890,Mannargudi,11.2761,79.552
1891,Panakkudi,8.3492,77.5672
1892,Magadi,12.97,77.23
1893,Gudalur,11.1455,76.9366
1894,Navapur,21.17,73.78
1895,Salaya,22.32,69.6
1896,Kotturu,14.8262,76.2259
1897,Birur,13.5972,75.9717
1898,Sottaiyampalaiyam,11.4053,77.6794
1899,Krishnarajpet,12.6662,76.4877
1900,Landhaura,29.82,77.93
1901,Nattam,10.2249,78.231
1902,Mundi,22.07,76.5
1903,Sheohar,26.52,85.3
1904,Ibrahimpatnam,16.6056,80.3786
1905,Devarkonda,16.6919,78.9207
1906,Saho,25.9718,86.1537
1907,Arda,32.3087,76.5772
1908,Murliganj,25.9,86.98
1909,Pattikonda,15.4,77.5167
1910,Alluru,15.1317,78.5131
1911,Pardi,20.52,72.95
1912,Nepanagar,21.4558,76.4494
1913,Lakheri,25.67,76.17
1914,Hosdurga,13.7963,76.2841
1915,Nauhata,25.9971,86.4887
1916,Vadakku Valliyur,8.3833,77.65
1917,Jamai,22.1964,78.5919
1918,Chiknayakanhalli,13.4161,76.6206
1919,Vattalkundu,10.163,77.758
1920,Atmakur,14.6167,79.6167
1921,Kottakota,13.6573,78.2625
1922,Uttamapalaiyam,9.8,77.3333
1923,Mudbidri,12.9101,75.003
1924,Ladwa,29.9958,77.04
1925,Sonamukhi,23.3,87.42
1926,Khunti,23.014,85.2724
1927,Mahendragarh,28.28,76.15
1928,Udaipur,27.7289,75.4716
1929,Nakrekal,17.1667,79.4333
1930,Maddagiri,13.66,77.21
1931,Brahmana Periya Agraharam,11.369,77.7063
1932,Kamalapuram,15.3044,76.4765
1933,Parsa,26.0021,84.5979
1934,Kailaras,26.305,77.616
1935,Raikot,30.65,75.6
1936,Amarpur,25.0397,86.9025
1937,Deodrug,16.4167,76.9341
1938,Patjirwa,26.8084,84.3847
1939,Nalbari,26.445,91.44
1940,Goriar,25.5513,87.2046
1941,Kodumur,15.6833,77.7833
1942,Pawayan,28.0667,80.1
1943,Narsimlapet,17.51,79.8044
1944,Nahan,30.55,77.3
1945,Kudligi,14.905,76.3853
1946,Dhabauli,25.8346,86.8057
1947,Tudiyalur,11.0816,76.9446
1948,Dinanagar,32.15,75.4667
1949,Srungavarapukota,18.1167,83.1667
1950,Kuzhittura,8.3165,77.2061
1951,Bagha Purana,30.6881,75.0984
1952,Shahpura,27.3897,75.9596
1953,Nongstoin,25.52,91.27
1954,Losal,27.4,74.92
1955,Kalwakurti,16.65,78.48
1956,Banswada,18.3833,77.8833
1957,Malmal,26.4833,86.05
1958,Rajpur,22.3053,74.3525
1959,Hajipur,31.9771,75.7544
1960,Maharajpur,25.0194,79.7319
1961,Matihani,25.3595,86.1826
1962,Harur,12.051,78.4827
1963,Umargam,20.17,72.76
1964,Pavugada,14.1,77.28
1965,Bihpur,25.3889,86.9337
1966,Tarana,23.33,76.03
1967,Muvattupula,9.9798,76.5803
1968,Gingee,12.2528,79.4173
1969,Perumbalam,10.8,76.14
1970,Raisinghnagar,29.5342,73.4477
1971,Karanjia,21.7626,85.9732
1972,Kotagiri,11.4167,76.8667
1973,Ramanayyapeta,17.3203,82.1014
1974,Maner,25.65,84.88
1975,Padiyanallur,13.2004,80.1761
1976,Tanguturu,15.34,80.039
1977,Sangola,17.4378,75.1939
1978,Barughutu,23.8038,85.5555
1979,Areraj,26.5527,84.6726
1980,Nainijor,25.6811,84.3456
1981,Aron,24.3811,77.4174
1982,Kushtagi,15.7562,76.1911
1983,Vadnagar,23.785,72.64
1984,Madhura,26.3388,87.1027
1985,Ahmadabad,25.3019,87.7938
1986,Khategaon,22.5957,76.9133
1987,Varandarapilli,10.4167,76.3333
1988,Charkhari,25.4,79.75
1989,Pachor,23.7098,76.7339
1990,Thatha,25.4988,86.5908
1991,Sandur,15.1,76.55
1992,Soron,27.88,78.75
1993,Payakaraopeta,17.4161,82.6144
1994,Penukonda,14.0847,77.5967
1995,Mukher,18.7008,77.3628
1996,Bandipura,34.4225,74.6375
1997,Suluru,13.7,80.018
1998,Ayyagarpet,17.2197,80.8339
1999,Mankachar,25.53,89.87
2000,Virakeralam,11.0077,76.9126
2001,Shahganj,26.056,82.682
2002,Manihari,25.35,87.63
2003,Parimpudi,17.1171,81.4342
2004,Shencottah,8.9733,77.2464
2005,Jaynagar,26.5833,86.15
2006,Sadri,25.18,73.43
2007,Malebennur,14.3537,75.74
2008,Bhander,25.7358,78.7456
2009,Rasiari,26.0464,86.3471
2010,Panchanandapur,24.9339,87.9761
2011,Reoti,25.85,84.3833
2012,Silao,25.0836,85.428
2013,Digboi,27.3932,95.6184
2014,Raver,21.2431,76.0333
2015,Chettipalaiyam,11.1667,77.335
2016,Haliyal,15.3294,74.7633
2017,Chintalapalle,15.04,76.2
2018,Rampur,26.2126,87.2491
2019,Bathnaha,26.6433,85.5747
2020,Vadippatti,10.0843,77.9634
2021,Bhuban,20.882,85.8333
2022,Madattukkulam,10.5587,77.366
2023,Afzalpur,17.2,76.35
2024,Amangal,16.8499,78.5327
2025,Rangia,26.47,91.63
2026,Margherita,27.28,95.68
2027,Nelliyalam,11.5255,76.3589
2028,Mel Bhuvanagiri,11.438,79.6328
2029,Sadalgi,16.42,74.58
2030,Bagepalli,13.78,77.79
2031,Talaja,21.35,72.05
2032,Jirwa,26.0064,86.8604
2033,Bankapur,14.923,75.2622
2034,Suar,29.027,79.057
2035,Kako,25.2259,85.0642
2036,Bijbiara,33.7938,75.107
2037,Pamidi,14.95,77.5833
2038,Dasuya,31.8168,75.6531
2039,Mandi,31.72,76.92
2040,Srinivaspur,13.3378,78.2122
2041,Chengannur,9.32,76.6215
2042,Kantabanji,20.4671,82.9204
2043,Rajgarh,27.236,76.622
2044,Wellington,11.3655,76.7844
2045,Gilarchat,22.0703,88.4455
2046,Lauri,25.1396,80.0011
2047,Nadbai,27.23,77.2
2048,Karumandi Chellipalaiyam,11.3019,77.586
2049,Mauganj,24.68,81.88
2050,Bishunpur Sundar,26.0579,86.9833
2051,Guruzala,16.58,79.57
2052,Narasannapeta,18.4151,84.0447
2053,Vadakkanandal,11.7739,78.8666
2054,Tekkalakote,15.5348,76.8785
2055,Hukeri,16.23,74.6
2056,Manasa,24.48,75.15
2057,Taloda,21.5607,74.22
2058,Kudachi,16.48,74.78
2059,Dum Duma,27.5688,95.5566
2060,Maski,15.9581,76.6569
2061,Deogarh,21.5383,84.7334
2062,Chintalapudi,17.0667,80.9833
2063,Mangaldai,26.43,92.03
2064,Beohari,24.0242,81.3783
2065,Nilakkottai,10.17,77.87
2066,Budhlada,29.93,75.57
2067,Safipur,26.73,80.35
2068,Ringas,27.37,75.57
2069,Manoli,15.78,75.12
2070,Mannachchanellur,10.9078,78.7022
2071,Terdal,16.5,75.05
2072,Vadakku Viravanallur,8.6979,77.5192
2073,Ubaidullahganj,22.9983,77.5862
2074,Renigunta,13.65,79.52
2075,Talikota,16.48,76.32
2076,Guduru,15.7748,77.8074
2077,Raman,29.9504,74.9785
2078,Chitarpur,23.5794,85.6548
2079,Tiruppattur,10.13,78.62
2080,Maheshwar,22.1769,75.5856
2081,Buddayyakota,13.6593,78.2632
2082,Chinna Salem,11.6342,78.8741
2083,Dugda,23.7452,86.1717
2084,Kottapeta,16.7167,81.9
2085,Polasara,19.7815,84.5836
2086,Gulam,25.7965,86.7416
2087,Attimarappatti,8.7297,78.1169
2088,Barki Ballia,25.4223,86.2758
2089,Phulera,26.87,75.23
2090,Raghunathpur,23.55,86.67
2091,Nagar,27.4247,77.0995
2092,Attili,16.7,81.6
2093,Nij Khari,22.0929,88.4288
2094,Madira,16.9167,80.3667
2095,Mungaoli,24.4084,78.0959
2096,Seondha,26.1542,78.7812
2097,Basopatti,26.578,86.0052
2098,Sahaspur,29.121,78.621
2099,Vijapur,23.57,72.75
2100,Kadamalaikkundu,9.811,77.5039
2101,Sirumugai,11.3214,77.0052
2102,Gajwel,17.8517,78.6828
2103,Raghopur,25.5323,85.3809
2104,Sirmatpur,25.3235,87.3836
2105,Kiranur,11.692,79.2899
2106,Nagod,24.5692,80.5881
2107,Singarayakonda,15.25,80.03
2108,Ramdiri,25.3118,86.1023
2109,Baheri,25.9426,86.0471
2110,Merkanam,12.1942,79.9435
2111,Uttaramerur,12.616,79.753
2112,Sangrampur,26.4752,84.6898
2113,Irugur,11.0178,77.0629
2114,Pauri,30.15,78.78
2115,Nabinagar,24.62,84.12
2116,Andhra Tharhi,26.3771,86.3341
2117,Namrup,27.1939,95.3193
2118,Podaturpeta,13.2817,79.4854
2119,Vasudevanallur,9.2417,77.4118
2120,Ilaiyankudi,9.6271,78.6247
2121,Panagar,23.3,79.98
2122,Latehar,23.7442,84.4998
2123,Timurni,22.3712,77.2274
2124,Wadi,17.07,76.98
2125,Jaisinghpur,26.6318,84.7855
2126,Shrirangapattana,12.414,76.704
2127,Rajakheri,23.8593,78.7852
2128,Tirora,21.4072,79.9326
2129,Saidpur,25.55,83.18
2130,Avanigadda,16.0197,80.92
2131,Jevargi,17.0139,76.7732
2132,Mudgal,16.0119,76.442
2133,Rania,29.53,74.83
2134,Tapa,30.2979,75.3694
2135,Dhing,26.4679,92.4734
2136,Kasrawad,22.1274,75.611
2137,Banga,31.1887,75.9949
2138,Kola,22.43,87.87
2139,Pallappatti,10.7198,77.8915
2140,Maduru,14.7,78.78
2141,Khalari,23.6506,85.0074
2142,Khed Brahma,24.0299,73.0463
2143,Siswa,26.7027,84.9133
2144,Dhariwal,31.9561,75.3239
2145,Tiruvattar,8.3307,77.2673
2146,Nagarpara,25.4155,86.8832
2147,Ghoti Budrukh,19.7167,73.6333
2148,Sahawar,27.8,78.85
2149,Mayang Imphal,24.6,93.9
2150,Umga,24.6396,84.5577
2151,Sikandarpur,26.0333,84.05
2152,Purwa,26.47,80.78
2153,Saiha,22.48,92.97
2154,Aklvidu,16.6,81.3833
2155,Rangapara,26.8377,92.6688
2156,Palakodu,12.3037,78.073
2157,Sohagpur,22.7,78.2
2158,Tulsipur,27.55,82.42
2159,Sahjanwa,26.75,83.2167
2160,Dhamnagar,20.9141,86.4468
2161,Tirumuruganpundi,11.1649,77.3084
2162,Pallapatti,9.4664,77.8219
2163,Mundargi,15.207,75.884
2164,Narasingapuram,11.6038,78.5778
2165,Nainpur,22.43,80.12
2166,Tirumala,13.6833,79.35
2167,Chandili,19.2467,83.4058
2168,Mogalturru,16.4167,81.6
2169,Matabhanga,26.342,89.2155
2170,Shivganj,25.15,73.07
2171,Balarampur,23.0972,86.2231
2172,Ajnala,31.84,74.76
2173,Mulakumud,8.2681,77.286
2174,Ponneri,13.32,80.2
2175,Patnagarh,20.7083,83.1326
2176,Pata Kalidindi,16.5014,81.2908
2177,Verukulambu,8.2953,77.2939
2178,Shamgarh,24.18,75.63
2179,Vinnamala,13.9074,79.9086
2180,Tirutturaippundi,10.53,79.65
2181,Nayanakulam,9.9611,78.1371
2182,Pindwara,24.7945,73.055
2183,Chapar,26.2839,90.2264
2184,Vettakkaranpudur,10.5637,76.9166
2185,Bundu,23.1609,85.5901
2186,Gorantla,13.9892,77.7703
2187,Navalgund,15.57,75.37
2188,Tekari,24.9425,84.8427
2189,Bhiraha,25.7978,86.0736
2190,Velur,11.1114,78.0048
2191,Pasighat,28.07,95.33
2192,Belsand,26.4436,85.4008
2193,Channagiri,14.024,75.9258
2194,Kharupatia,26.5184,92.1472
2195,Srvanampatti,11.0764,77.0045
2196,Mummidivaram,16.65,82.1167
2197,Khajuraho,24.85,79.9333
2198,Suleswaranpatti,10.6388,77.0084
2199,Ashwaraopeta,17.25,81.1333
2200,Alangulam,8.864,77.4994
2201,Muradpur,25.8,86.0055
2202,Patakakani,16.3422,80.4911
2203,Mau,26.2658,78.6711
2204,Chanaur,25.851,86.6739
2205,Yadiki,15.05,77.88
2206,Bhadas,25.5184,86.4434
2207,Khaira Tola,26.8958,84.1403
2208,Kosigi,15.8542,77.243
2209,Salar,23.7748,88.1026
2210,Sanaur,30.3018,76.4579
2211,Kumar Khad,26.5918,86.264
2212,Gollapudi,16.5412,80.5784
2213,Birpur,26.5082,87.0119
2214,Loha,18.9623,77.1309
2215,Shahpur,21.2374,76.2256
2216,Maksi,23.26,76.1457
2217,Pennadam,11.4039,79.2416
2218,Annur,11.2325,77.1069
2219,Shamsabad,27.5364,79.4394
2220,Bijawar,24.6235,79.4899
2221,Koili Simra,25.4714,87.2175
2222,Sendamangalam,11.2825,78.2339
2223,Dighwa,26.2437,84.7532
2224,Gollalagunta,17.1672,82.2847
2225,Dalan,25.603,87.5592
2226,Latauna,26.0912,86.8809
2227,Tirukkalikkunram,12.6067,80.0625
2228,Mulgund,15.2807,75.5213
2229,Kuju,23.7254,85.5102
2230,Silappadi,10.394,78.0078
2231,Pallikondai,12.9167,78.9333
2232,Chandrakona,22.73,87.52
2233,Gauripur,26.08,89.97
2234,Tehri,30.38,78.48
2235,Lalgudi,10.87,78.83
2236,Kailashahar,24.33,92.02
2237,Sarea Khas,26.635,84.5483
2238,Konnur,16.2014,74.7489
2239,Koilkuntla,15.2333,78.3167
2240,Hungund,16.0621,76.0586
2241,Pullappalli,9.7133,76.6873
2242,Ponda,15.4034,74.0152
2243,Tranquebar,11.0292,79.8494
2244,Baud,20.8333,84.3167
2245,Sulya,12.561,75.3874
2246,Bagula,23.335,88.644
2247,Lalganj,26.1277,80.7855
2248,Perungudi,8.2792,77.6031
2249,Bhawanigarh,30.27,76.04
2250,Rajpur,21.9402,75.1361
2251,Hirpardangal,23.82,86.9
2252,Honavar,14.2809,74.445
2253,Samrala,30.836,76.1932
2254,Bariarpur,25.2885,86.5758
2255,Kedia,23.7945,85.5872
2256,Metekora,22.1881,88.5973
2257,Yellapur,14.9637,74.7093
2258,Toda Rai Singh,26.0167,75.4833
2259,Badnawar,23.0218,75.2327
2260,Sarai Ranjan,25.7671,85.7245
2261,Vadakarai Kil Pidagai,9.0401,77.2741
2262,Mandawa,28.05,75.15
2263,Ravulapalem,16.753,81.832
2264,Qadirganj,24.9138,85.5926
2265,Pokhuria,25.1307,88.0375
2266,Achhnera,27.18,77.77
2267,Burhar,23.2149,81.532
2268,Rampura,24.467,75.44
2269,Kulgam,33.64,75.02
2270,Mallasamudram,11.4933,78.0312
2271,Parsagarhi,26.0935,87.0672
2272,Adampur,31.4322,75.7148
2273,Nagla,29.01,79.51
2274,Sonari,27.0246,95.0163
2275,Kurugodu,15.346,76.836
2276,Ron,15.67,75.73
2277,Sonepur,20.8333,83.9167
2278,Muttupet,10.395,79.4935
2279,Sakleshpur,12.893,75.725
2280,Nakur,29.9189,77.3044
2281,Vernag,33.5377,75.2503
2282,Chakia,26.416,85.0467
2283,Khirkiyan,22.1673,76.8614
2284,Vengattur,13.0999,79.9321
2285,Bermo,23.7878,85.9353
2286,Tiruverumbur,10.7937,78.769
2287,Simaria,25.5671,87.4929
2288,Moirang,24.349,93.691
2289,Kaler,25.118,84.4955
2290,Kulattuppalaiyam,10.7613,77.5843
2291,Velugodu,15.7817,78.6892
2292,Peravurani,10.3,79.18
2293,Asafabad,19.365,79.274
2294,Kun Puhal,33.0058,76.5334
2295,Gormi,26.6003,78.5119
2296,Hulikal,11.3193,76.7732
2297,Ankireddikuntapalem,16.2884,80.3916
2298,Kodarma,24.4675,85.594
2299,Zunheboto,25.9667,94.5167
2300,Paravai,9.969,78.0613
2301,Senda,24.4976,88.0684
2302,Cholavandan,10.0167,77.9667
2303,Nazareth,8.5562,77.971
2304,Bhatpuri,29.17,79.16
2305,Dindori,22.9414,81.0797
2306,Cherial,17.9264,78.9719
